centroide,zone,image,label,nom_images_torchvision,segment,pred_no_euroSAT,pred_euroSAT
POINT (37.10345342606364 36.19106477781568),"POLYGON ((37.10271264467999 36.19032400012897, 37.1041942074473 36.19032400012897, 37.1041942074473 36.19180555550238, 37.10271264467999 36.19180555550238, 37.10271264467999 36.19032400012897))",alep_37.103453426063645_36.191064777815676.jpg,0,alep_1629.jpg,train,0,0
POINT (37.10493498883095 36.19106477781568),"POLYGON ((37.1041942074473 36.19032400012897, 37.10567577021461 36.19032400012897, 37.10567577021461 36.19180555550238, 37.1041942074473 36.19180555550238, 37.1041942074473 36.19032400012897))",alep_37.104934988830955_36.191064777815676.jpg,0,alep_1630.jpg,train,0,0
POINT (37.10641655159827 36.19106477781568),"POLYGON ((37.10567577021461 36.19032400012897, 37.10715733298192 36.19032400012897, 37.10715733298192 36.19180555550238, 37.10567577021461 36.19180555550238, 37.10567577021461 36.19032400012897))",alep_37.106416551598265_36.191064777815676.jpg,0,alep_1631.jpg,train,0,0
POINT (37.10789811436558 36.19106477781568),"POLYGON ((37.10715733298192 36.19032400012897, 37.10863889574923 36.19032400012897, 37.10863889574923 36.19180555550238, 37.10715733298192 36.19180555550238, 37.10715733298192 36.19032400012897))",alep_37.107898114365575_36.191064777815676.jpg,0,alep_1632.jpg,train,0,0
POINT (37.10937967713289 36.19106477781568),"POLYGON ((37.10863889574923 36.19032400012897, 37.11012045851654 36.19032400012897, 37.11012045851654 36.19180555550238, 37.10863889574923 36.19180555550238, 37.10863889574923 36.19032400012897))",alep_37.109379677132885_36.191064777815676.jpg,0,alep_1633.jpg,train,0,0
POINT (37.1108612399002 36.19106477781568),"POLYGON ((37.11012045851654 36.19032400012897, 37.11160202128385 36.19032400012897, 37.11160202128385 36.19180555550238, 37.11012045851654 36.19180555550238, 37.11012045851654 36.19032400012897))",alep_37.110861239900196_36.191064777815676.jpg,0,alep_1634.jpg,train,0,0
POINT (37.11234280266751 36.19106477781568),"POLYGON ((37.11160202128385 36.19032400012897, 37.11308358405116 36.19032400012897, 37.11308358405116 36.19180555550238, 37.11160202128385 36.19180555550238, 37.11160202128385 36.19032400012897))",alep_37.112342802667506_36.191064777815676.jpg,0,alep_1635.jpg,test,0,0
POINT (37.11382436543482 36.19106477781568),"POLYGON ((37.11308358405116 36.19032400012897, 37.11456514681847 36.19032400012897, 37.11456514681847 36.19180555550238, 37.11308358405116 36.19180555550238, 37.11308358405116 36.19032400012897))",alep_37.113824365434816_36.191064777815676.jpg,0,alep_1636.jpg,train,0,0
POINT (37.11530592820213 36.19106477781568),"POLYGON ((37.11456514681847 36.19032400012897, 37.11604670958578 36.19032400012897, 37.11604670958578 36.19180555550238, 37.11456514681847 36.19180555550238, 37.11456514681847 36.19032400012897))",alep_37.115305928202126_36.191064777815676.jpg,0,alep_1637.jpg,test,0,0
POINT (37.11678749096944 36.19106477781568),"POLYGON ((37.11604670958578 36.19032400012897, 37.11752827235309 36.19032400012897, 37.11752827235309 36.19180555550238, 37.11604670958578 36.19180555550238, 37.11604670958578 36.19032400012897))",alep_37.116787490969436_36.191064777815676.jpg,0,alep_1638.jpg,train,0,0
POINT (37.11826905373675 36.19106477781568),"POLYGON ((37.11752827235309 36.19032400012897, 37.1190098351204 36.19032400012897, 37.1190098351204 36.19180555550238, 37.11752827235309 36.19180555550238, 37.11752827235309 36.19032400012897))",alep_37.118269053736746_36.191064777815676.jpg,0,alep_1639.jpg,train,0,0
POINT (37.11975061650406 36.19106477781568),"POLYGON ((37.1190098351204 36.19032400012897, 37.12049139788771 36.19032400012897, 37.12049139788771 36.19180555550238, 37.1190098351204 36.19180555550238, 37.1190098351204 36.19032400012897))",alep_37.11975061650406_36.191064777815676.jpg,0,alep_1640.jpg,train,0,0
POINT (37.12123217927137 36.19106477781568),"POLYGON ((37.12049139788771 36.19032400012897, 37.12197296065502 36.19032400012897, 37.12197296065502 36.19180555550238, 37.12049139788771 36.19180555550238, 37.12049139788771 36.19032400012897))",alep_37.12123217927137_36.191064777815676.jpg,0,alep_1641.jpg,train,0,0
POINT (37.12271374203868 36.19106477781568),"POLYGON ((37.12197296065502 36.19032400012897, 37.12345452342233 36.19032400012897, 37.12345452342233 36.19180555550238, 37.12197296065502 36.19180555550238, 37.12197296065502 36.19032400012897))",alep_37.12271374203868_36.191064777815676.jpg,0,alep_1642.jpg,train,0,0
POINT (37.12419530480599 36.19106477781568),"POLYGON ((37.12345452342233 36.19032400012897, 37.12493608618964 36.19032400012897, 37.12493608618964 36.19180555550238, 37.12345452342233 36.19180555550238, 37.12345452342233 36.19032400012897))",alep_37.12419530480599_36.191064777815676.jpg,0,alep_1643.jpg,train,1,1
POINT (37.1256768675733 36.19106477781568),"POLYGON ((37.12493608618964 36.19032400012897, 37.12641764895695 36.19032400012897, 37.12641764895695 36.19180555550238, 37.12493608618964 36.19180555550238, 37.12493608618964 36.19032400012897))",alep_37.1256768675733_36.191064777815676.jpg,0,alep_1644.jpg,test,1,1
POINT (37.12715843034061 36.19106477781568),"POLYGON ((37.12641764895695 36.19032400012897, 37.12789921172426 36.19032400012897, 37.12789921172426 36.19180555550238, 37.12641764895695 36.19180555550238, 37.12641764895695 36.19032400012897))",alep_37.12715843034061_36.191064777815676.jpg,1,alep_1645.jpg,train,1,1
POINT (37.12863999310792 36.19106477781568),"POLYGON ((37.12789921172426 36.19032400012897, 37.12938077449157 36.19032400012897, 37.12938077449157 36.19180555550238, 37.12789921172426 36.19180555550238, 37.12789921172426 36.19032400012897))",alep_37.12863999310792_36.191064777815676.jpg,1,alep_1646.jpg,test,1,1
POINT (37.13012155587523 36.19106477781568),"POLYGON ((37.12938077449157 36.19032400012897, 37.13086233725888 36.19032400012897, 37.13086233725888 36.19180555550238, 37.12938077449157 36.19180555550238, 37.12938077449157 36.19032400012897))",alep_37.13012155587523_36.191064777815676.jpg,1,alep_1647.jpg,train,1,1
POINT (37.13160311864254 36.19106477781568),"POLYGON ((37.13086233725888 36.19032400012897, 37.13234390002619 36.19032400012897, 37.13234390002619 36.19180555550238, 37.13086233725888 36.19180555550238, 37.13086233725888 36.19032400012897))",alep_37.13160311864254_36.191064777815676.jpg,1,alep_1648.jpg,train,1,1
POINT (37.13308468140985 36.19106477781568),"POLYGON ((37.13234390002619 36.19032400012897, 37.1338254627935 36.19032400012897, 37.1338254627935 36.19180555550238, 37.13234390002619 36.19180555550238, 37.13234390002619 36.19032400012897))",alep_37.13308468140985_36.191064777815676.jpg,1,alep_1649.jpg,train,1,1
POINT (37.13456624417716 36.19106477781568),"POLYGON ((37.1338254627935 36.19032400012897, 37.13530702556081 36.19032400012897, 37.13530702556081 36.19180555550238, 37.1338254627935 36.19180555550238, 37.1338254627935 36.19032400012897))",alep_37.13456624417716_36.191064777815676.jpg,1,alep_1650.jpg,test,1,0
POINT (37.13604780694447 36.19106477781568),"POLYGON ((37.13530702556081 36.19032400012897, 37.13678858832812 36.19032400012897, 37.13678858832812 36.19180555550238, 37.13530702556081 36.19180555550238, 37.13530702556081 36.19032400012897))",alep_37.13604780694447_36.191064777815676.jpg,0,alep_1651.jpg,train,0,0
POINT (37.13752936971178 36.19106477781568),"POLYGON ((37.13678858832812 36.19032400012897, 37.13827015109543 36.19032400012897, 37.13827015109543 36.19180555550238, 37.13678858832812 36.19180555550238, 37.13678858832812 36.19032400012897))",alep_37.13752936971178_36.191064777815676.jpg,0,alep_1652.jpg,test,0,0
POINT (37.13901093247909 36.19106477781568),"POLYGON ((37.13827015109543 36.19032400012897, 37.13975171386274 36.19032400012897, 37.13975171386274 36.19180555550238, 37.13827015109543 36.19180555550238, 37.13827015109543 36.19032400012897))",alep_37.13901093247909_36.191064777815676.jpg,0,alep_1653.jpg,train,0,0
POINT (37.1404924952464 36.19106477781568),"POLYGON ((37.13975171386274 36.19032400012897, 37.14123327663005 36.19032400012897, 37.14123327663005 36.19180555550238, 37.13975171386274 36.19180555550238, 37.13975171386274 36.19032400012897))",alep_37.1404924952464_36.191064777815676.jpg,1,alep_1654.jpg,test,1,1
POINT (37.14197405801371 36.19106477781568),"POLYGON ((37.14123327663005 36.19032400012897, 37.14271483939736 36.19032400012897, 37.14271483939736 36.19180555550238, 37.14123327663005 36.19180555550238, 37.14123327663005 36.19032400012897))",alep_37.14197405801371_36.191064777815676.jpg,1,alep_1655.jpg,train,1,1
POINT (37.14345562078102 36.19106477781568),"POLYGON ((37.14271483939736 36.19032400012897, 37.14419640216467 36.19032400012897, 37.14419640216467 36.19180555550238, 37.14271483939736 36.19180555550238, 37.14271483939736 36.19032400012897))",alep_37.14345562078102_36.191064777815676.jpg,1,alep_1656.jpg,train,1,1
POINT (37.14493718354833 36.19106477781568),"POLYGON ((37.14419640216467 36.19032400012897, 37.14567796493198 36.19032400012897, 37.14567796493198 36.19180555550238, 37.14419640216467 36.19180555550238, 37.14419640216467 36.19032400012897))",alep_37.14493718354833_36.191064777815676.jpg,1,alep_1657.jpg,train,1,1
POINT (37.14641874631564 36.19106477781568),"POLYGON ((37.14567796493198 36.19032400012897, 37.14715952769929 36.19032400012897, 37.14715952769929 36.19180555550238, 37.14567796493198 36.19180555550238, 37.14567796493198 36.19032400012897))",alep_37.14641874631564_36.191064777815676.jpg,1,alep_1658.jpg,train,1,1
POINT (37.14790030908295 36.19106477781568),"POLYGON ((37.14715952769929 36.19032400012897, 37.1486410904666 36.19032400012897, 37.1486410904666 36.19180555550238, 37.14715952769929 36.19180555550238, 37.14715952769929 36.19032400012897))",alep_37.14790030908295_36.191064777815676.jpg,1,alep_1659.jpg,train,1,1
POINT (37.14938187185026 36.19106477781568),"POLYGON ((37.1486410904666 36.19032400012897, 37.15012265323391 36.19032400012897, 37.15012265323391 36.19180555550238, 37.1486410904666 36.19180555550238, 37.1486410904666 36.19032400012897))",alep_37.14938187185026_36.191064777815676.jpg,1,alep_1660.jpg,train,1,1
POINT (37.15086343461757 36.19106477781568),"POLYGON ((37.15012265323391 36.19032400012897, 37.15160421600122 36.19032400012897, 37.15160421600122 36.19180555550238, 37.15012265323391 36.19180555550238, 37.15012265323391 36.19032400012897))",alep_37.15086343461757_36.191064777815676.jpg,1,alep_1661.jpg,train,1,1
POINT (37.15234499738488 36.19106477781568),"POLYGON ((37.15160421600122 36.19032400012897, 37.15308577876853 36.19032400012897, 37.15308577876853 36.19180555550238, 37.15160421600122 36.19180555550238, 37.15160421600122 36.19032400012897))",alep_37.15234499738488_36.191064777815676.jpg,1,alep_1662.jpg,train,1,1
POINT (37.15382656015219 36.19106477781568),"POLYGON ((37.15308577876853 36.19032400012897, 37.15456734153585 36.19032400012897, 37.15456734153585 36.19180555550238, 37.15308577876853 36.19180555550238, 37.15308577876853 36.19032400012897))",alep_37.15382656015219_36.191064777815676.jpg,1,alep_1663.jpg,train,0,0
POINT (37.1553081229195 36.19106477781568),"POLYGON ((37.15456734153585 36.19032400012897, 37.15604890430316 36.19032400012897, 37.15604890430316 36.19180555550238, 37.15456734153585 36.19180555550238, 37.15456734153585 36.19032400012897))",alep_37.1553081229195_36.191064777815676.jpg,1,alep_1664.jpg,train,1,1
POINT (37.15678968568681 36.19106477781568),"POLYGON ((37.15604890430316 36.19032400012897, 37.15753046707047 36.19032400012897, 37.15753046707047 36.19180555550238, 37.15604890430316 36.19180555550238, 37.15604890430316 36.19032400012897))",alep_37.15678968568681_36.191064777815676.jpg,1,alep_1665.jpg,train,1,1
POINT (37.15827124845412 36.19106477781568),"POLYGON ((37.15753046707047 36.19032400012897, 37.15901202983778 36.19032400012897, 37.15901202983778 36.19180555550238, 37.15753046707047 36.19180555550238, 37.15753046707047 36.19032400012897))",alep_37.15827124845412_36.191064777815676.jpg,1,alep_1666.jpg,test,1,1
POINT (37.15975281122143 36.19106477781568),"POLYGON ((37.15901202983778 36.19032400012897, 37.16049359260509 36.19032400012897, 37.16049359260509 36.19180555550238, 37.15901202983778 36.19180555550238, 37.15901202983778 36.19032400012897))",alep_37.15975281122143_36.191064777815676.jpg,1,alep_1667.jpg,train,1,1
POINT (37.16123437398874 36.19106477781568),"POLYGON ((37.16049359260509 36.19032400012897, 37.1619751553724 36.19032400012897, 37.1619751553724 36.19180555550238, 37.16049359260509 36.19180555550238, 37.16049359260509 36.19032400012897))",alep_37.16123437398874_36.191064777815676.jpg,0,alep_1668.jpg,test,1,1
POINT (37.16271593675605 36.19106477781568),"POLYGON ((37.1619751553724 36.19032400012897, 37.16345671813971 36.19032400012897, 37.16345671813971 36.19180555550238, 37.1619751553724 36.19180555550238, 37.1619751553724 36.19032400012897))",alep_37.16271593675605_36.191064777815676.jpg,0,alep_1669.jpg,train,1,1
POINT (37.16419749952336 36.19106477781568),"POLYGON ((37.16345671813971 36.19032400012897, 37.16493828090702 36.19032400012897, 37.16493828090702 36.19180555550238, 37.16345671813971 36.19180555550238, 37.16345671813971 36.19032400012897))",alep_37.16419749952336_36.191064777815676.jpg,1,alep_1670.jpg,train,0,1
POINT (37.16567906229067 36.19106477781568),"POLYGON ((37.16493828090702 36.19032400012897, 37.16641984367433 36.19032400012897, 37.16641984367433 36.19180555550238, 37.16493828090702 36.19180555550238, 37.16493828090702 36.19032400012897))",alep_37.16567906229067_36.191064777815676.jpg,1,alep_1671.jpg,train,1,1
POINT (37.16716062505798 36.19106477781568),"POLYGON ((37.16641984367433 36.19032400012897, 37.16790140644164 36.19032400012897, 37.16790140644164 36.19180555550238, 37.16641984367433 36.19180555550238, 37.16641984367433 36.19032400012897))",alep_37.16716062505798_36.191064777815676.jpg,1,alep_1672.jpg,train,1,1
POINT (37.16864218782529 36.19106477781568),"POLYGON ((37.16790140644164 36.19032400012897, 37.16938296920895 36.19032400012897, 37.16938296920895 36.19180555550238, 37.16790140644164 36.19180555550238, 37.16790140644164 36.19032400012897))",alep_37.16864218782529_36.191064777815676.jpg,0,alep_1673.jpg,train,1,1
POINT (37.1701237505926 36.19106477781568),"POLYGON ((37.16938296920895 36.19032400012897, 37.17086453197626 36.19032400012897, 37.17086453197626 36.19180555550238, 37.16938296920895 36.19180555550238, 37.16938296920895 36.19032400012897))",alep_37.1701237505926_36.191064777815676.jpg,1,alep_1674.jpg,train,1,1
POINT (37.17160531335991 36.19106477781568),"POLYGON ((37.17086453197626 36.19032400012897, 37.17234609474357 36.19032400012897, 37.17234609474357 36.19180555550238, 37.17086453197626 36.19180555550238, 37.17086453197626 36.19032400012897))",alep_37.17160531335991_36.191064777815676.jpg,1,alep_1675.jpg,train,1,1
POINT (37.17308687612722 36.19106477781568),"POLYGON ((37.17234609474357 36.19032400012897, 37.17382765751088 36.19032400012897, 37.17382765751088 36.19180555550238, 37.17234609474357 36.19180555550238, 37.17234609474357 36.19032400012897))",alep_37.17308687612722_36.191064777815676.jpg,1,alep_1676.jpg,test,1,1
POINT (37.17456843889453 36.19106477781568),"POLYGON ((37.17382765751088 36.19032400012897, 37.17530922027819 36.19032400012897, 37.17530922027819 36.19180555550238, 37.17382765751088 36.19180555550238, 37.17382765751088 36.19032400012897))",alep_37.17456843889453_36.191064777815676.jpg,1,alep_1677.jpg,train,1,1
POINT (37.17605000166184 36.19106477781568),"POLYGON ((37.17530922027819 36.19032400012897, 37.1767907830455 36.19032400012897, 37.1767907830455 36.19180555550238, 37.17530922027819 36.19180555550238, 37.17530922027819 36.19032400012897))",alep_37.17605000166184_36.191064777815676.jpg,1,alep_1678.jpg,test,1,1
POINT (37.17753156442915 36.19106477781568),"POLYGON ((37.1767907830455 36.19032400012897, 37.17827234581281 36.19032400012897, 37.17827234581281 36.19180555550238, 37.1767907830455 36.19180555550238, 37.1767907830455 36.19032400012897))",alep_37.17753156442915_36.191064777815676.jpg,1,alep_1679.jpg,train,1,0
POINT (37.17901312719646 36.19106477781568),"POLYGON ((37.17827234581281 36.19032400012897, 37.17975390858012 36.19032400012897, 37.17975390858012 36.19180555550238, 37.17827234581281 36.19180555550238, 37.17827234581281 36.19032400012897))",alep_37.17901312719646_36.191064777815676.jpg,0,alep_1680.jpg,train,1,1
POINT (37.18049468996377 36.19106477781568),"POLYGON ((37.17975390858012 36.19032400012897, 37.18123547134743 36.19032400012897, 37.18123547134743 36.19180555550238, 37.17975390858012 36.19180555550238, 37.17975390858012 36.19032400012897))",alep_37.18049468996377_36.191064777815676.jpg,1,alep_1681.jpg,train,1,1
POINT (37.18197625273108 36.19106477781568),"POLYGON ((37.18123547134743 36.19032400012897, 37.18271703411474 36.19032400012897, 37.18271703411474 36.19180555550238, 37.18123547134743 36.19180555550238, 37.18123547134743 36.19032400012897))",alep_37.18197625273108_36.191064777815676.jpg,1,alep_1682.jpg,train,1,1
POINT (37.18345781549839 36.19106477781568),"POLYGON ((37.18271703411474 36.19032400012897, 37.18419859688205 36.19032400012897, 37.18419859688205 36.19180555550238, 37.18271703411474 36.19180555550238, 37.18271703411474 36.19032400012897))",alep_37.18345781549839_36.191064777815676.jpg,1,alep_1683.jpg,train,1,1
POINT (37.1849393782657 36.19106477781568),"POLYGON ((37.18419859688205 36.19032400012897, 37.18568015964936 36.19032400012897, 37.18568015964936 36.19180555550238, 37.18419859688205 36.19180555550238, 37.18419859688205 36.19032400012897))",alep_37.1849393782657_36.191064777815676.jpg,1,alep_1684.jpg,test,0,0
POINT (37.18642094103301 36.19106477781568),"POLYGON ((37.18568015964936 36.19032400012897, 37.18716172241667 36.19032400012897, 37.18716172241667 36.19180555550238, 37.18568015964936 36.19180555550238, 37.18568015964936 36.19032400012897))",alep_37.18642094103301_36.191064777815676.jpg,1,alep_1685.jpg,train,0,0
POINT (37.18790250380032 36.19106477781568),"POLYGON ((37.18716172241667 36.19032400012897, 37.18864328518398 36.19032400012897, 37.18864328518398 36.19180555550238, 37.18716172241667 36.19180555550238, 37.18716172241667 36.19032400012897))",alep_37.18790250380032_36.191064777815676.jpg,1,alep_1686.jpg,train,0,0
POINT (37.18938406656763 36.19106477781568),"POLYGON ((37.18864328518398 36.19032400012897, 37.19012484795129 36.19032400012897, 37.19012484795129 36.19180555550238, 37.18864328518398 36.19180555550238, 37.18864328518398 36.19032400012897))",alep_37.189384066567634_36.191064777815676.jpg,0,alep_1687.jpg,train,0,0
POINT (37.19086562933494 36.19106477781568),"POLYGON ((37.19012484795129 36.19032400012897, 37.1916064107186 36.19032400012897, 37.1916064107186 36.19180555550238, 37.19012484795129 36.19180555550238, 37.19012484795129 36.19032400012897))",alep_37.190865629334944_36.191064777815676.jpg,1,alep_1688.jpg,train,1,1
POINT (37.19234719210225 36.19106477781568),"POLYGON ((37.1916064107186 36.19032400012897, 37.19308797348591 36.19032400012897, 37.19308797348591 36.19180555550238, 37.1916064107186 36.19180555550238, 37.1916064107186 36.19032400012897))",alep_37.192347192102254_36.191064777815676.jpg,0,alep_1689.jpg,train,0,0
POINT (37.19382875486956 36.19106477781568),"POLYGON ((37.19308797348591 36.19032400012897, 37.19456953625322 36.19032400012897, 37.19456953625322 36.19180555550238, 37.19308797348591 36.19180555550238, 37.19308797348591 36.19032400012897))",alep_37.193828754869564_36.191064777815676.jpg,1,alep_1690.jpg,test,1,1
POINT (37.19531031763687 36.19106477781568),"POLYGON ((37.19456953625322 36.19032400012897, 37.19605109902053 36.19032400012897, 37.19605109902053 36.19180555550238, 37.19456953625322 36.19180555550238, 37.19456953625322 36.19032400012897))",alep_37.195310317636874_36.191064777815676.jpg,1,alep_1691.jpg,train,1,1
POINT (37.19679188040418 36.19106477781568),"POLYGON ((37.19605109902053 36.19032400012897, 37.19753266178784 36.19032400012897, 37.19753266178784 36.19180555550238, 37.19605109902053 36.19180555550238, 37.19605109902053 36.19032400012897))",alep_37.196791880404184_36.191064777815676.jpg,1,alep_1692.jpg,train,1,1
POINT (37.19827344317149 36.19106477781568),"POLYGON ((37.19753266178784 36.19032400012897, 37.19901422455515 36.19032400012897, 37.19901422455515 36.19180555550238, 37.19753266178784 36.19180555550238, 37.19753266178784 36.19032400012897))",alep_37.198273443171495_36.191064777815676.jpg,1,alep_1693.jpg,test,0,0
POINT (37.1997550059388 36.19106477781568),"POLYGON ((37.19901422455515 36.19032400012897, 37.20049578732246 36.19032400012897, 37.20049578732246 36.19180555550238, 37.19901422455515 36.19180555550238, 37.19901422455515 36.19032400012897))",alep_37.199755005938805_36.191064777815676.jpg,1,alep_1694.jpg,train,1,1
POINT (37.20123656870611 36.19106477781568),"POLYGON ((37.20049578732246 36.19032400012897, 37.20197735008977 36.19032400012897, 37.20197735008977 36.19180555550238, 37.20049578732246 36.19180555550238, 37.20049578732246 36.19032400012897))",alep_37.201236568706115_36.191064777815676.jpg,1,alep_1695.jpg,test,1,1
POINT (37.20271813147342 36.19106477781568),"POLYGON ((37.20197735008977 36.19032400012897, 37.20345891285708 36.19032400012897, 37.20345891285708 36.19180555550238, 37.20197735008977 36.19180555550238, 37.20197735008977 36.19032400012897))",alep_37.202718131473425_36.191064777815676.jpg,1,alep_1696.jpg,test,1,1
POINT (37.20419969424074 36.19106477781568),"POLYGON ((37.20345891285708 36.19032400012897, 37.20494047562439 36.19032400012897, 37.20494047562439 36.19180555550238, 37.20345891285708 36.19180555550238, 37.20345891285708 36.19032400012897))",alep_37.204199694240735_36.191064777815676.jpg,1,alep_1697.jpg,test,1,1
POINT (37.20568125700805 36.19106477781568),"POLYGON ((37.20494047562439 36.19032400012897, 37.2064220383917 36.19032400012897, 37.2064220383917 36.19180555550238, 37.20494047562439 36.19180555550238, 37.20494047562439 36.19032400012897))",alep_37.205681257008045_36.191064777815676.jpg,1,alep_1698.jpg,train,1,1
POINT (37.20716281977536 36.19106477781568),"POLYGON ((37.2064220383917 36.19032400012897, 37.20790360115901 36.19032400012897, 37.20790360115901 36.19180555550238, 37.2064220383917 36.19180555550238, 37.2064220383917 36.19032400012897))",alep_37.207162819775355_36.191064777815676.jpg,1,alep_1699.jpg,train,1,1
POINT (37.20864438254267 36.19106477781568),"POLYGON ((37.20790360115901 36.19032400012897, 37.20938516392632 36.19032400012897, 37.20938516392632 36.19180555550238, 37.20790360115901 36.19180555550238, 37.20790360115901 36.19032400012897))",alep_37.208644382542666_36.191064777815676.jpg,1,alep_1700.jpg,train,1,1
POINT (37.09011936115785 36.19254633318907),"POLYGON ((37.0893785797742 36.19180555550237, 37.09086014254151 36.19180555550237, 37.09086014254151 36.19328711087577, 37.0893785797742 36.19328711087577, 37.0893785797742 36.19180555550237))",alep_37.09011936115785_36.19254633318907.jpg,0,alep_1701.jpg,train,0,0
POINT (37.09160092392516 36.19254633318907),"POLYGON ((37.09086014254151 36.19180555550237, 37.09234170530882 36.19180555550237, 37.09234170530882 36.19328711087577, 37.09086014254151 36.19328711087577, 37.09086014254151 36.19180555550237))",alep_37.091600923925164_36.19254633318907.jpg,0,alep_1702.jpg,train,0,0
POINT (37.09308248669247 36.19254633318907),"POLYGON ((37.09234170530882 36.19180555550237, 37.09382326807613 36.19180555550237, 37.09382326807613 36.19328711087577, 37.09234170530882 36.19328711087577, 37.09234170530882 36.19180555550237))",alep_37.093082486692474_36.19254633318907.jpg,0,alep_1703.jpg,train,0,0
POINT (37.09456404945978 36.19254633318907),"POLYGON ((37.09382326807613 36.19180555550237, 37.09530483084344 36.19180555550237, 37.09530483084344 36.19328711087577, 37.09382326807613 36.19328711087577, 37.09382326807613 36.19180555550237))",alep_37.094564049459784_36.19254633318907.jpg,0,alep_1704.jpg,train,0,0
POINT (37.09604561222709 36.19254633318907),"POLYGON ((37.09530483084344 36.19180555550237, 37.09678639361075 36.19180555550237, 37.09678639361075 36.19328711087577, 37.09530483084344 36.19328711087577, 37.09530483084344 36.19180555550237))",alep_37.096045612227094_36.19254633318907.jpg,0,alep_1705.jpg,test,0,0
POINT (37.0975271749944 36.19254633318907),"POLYGON ((37.09678639361075 36.19180555550237, 37.09826795637806 36.19180555550237, 37.09826795637806 36.19328711087577, 37.09678639361075 36.19328711087577, 37.09678639361075 36.19180555550237))",alep_37.097527174994404_36.19254633318907.jpg,0,alep_1706.jpg,train,0,0
POINT (37.09900873776171 36.19254633318907),"POLYGON ((37.09826795637806 36.19180555550237, 37.09974951914537 36.19180555550237, 37.09974951914537 36.19328711087577, 37.09826795637806 36.19328711087577, 37.09826795637806 36.19180555550237))",alep_37.099008737761714_36.19254633318907.jpg,0,alep_1707.jpg,test,0,0
POINT (37.10049030052902 36.19254633318907),"POLYGON ((37.09974951914537 36.19180555550237, 37.10123108191268 36.19180555550237, 37.10123108191268 36.19328711087577, 37.09974951914537 36.19328711087577, 37.09974951914537 36.19180555550237))",alep_37.100490300529025_36.19254633318907.jpg,0,alep_1708.jpg,train,0,0
POINT (37.10197186329633 36.19254633318907),"POLYGON ((37.10123108191268 36.19180555550237, 37.10271264467999 36.19180555550237, 37.10271264467999 36.19328711087577, 37.10123108191268 36.19328711087577, 37.10123108191268 36.19180555550237))",alep_37.101971863296335_36.19254633318907.jpg,0,alep_1709.jpg,train,0,0
POINT (37.10345342606364 36.19254633318907),"POLYGON ((37.10271264467999 36.19180555550237, 37.1041942074473 36.19180555550237, 37.1041942074473 36.19328711087577, 37.10271264467999 36.19328711087577, 37.10271264467999 36.19180555550237))",alep_37.103453426063645_36.19254633318907.jpg,0,alep_1710.jpg,test,0,0
POINT (37.10493498883095 36.19254633318907),"POLYGON ((37.1041942074473 36.19180555550237, 37.10567577021461 36.19180555550237, 37.10567577021461 36.19328711087577, 37.1041942074473 36.19328711087577, 37.1041942074473 36.19180555550237))",alep_37.104934988830955_36.19254633318907.jpg,0,alep_1711.jpg,test,0,0
POINT (37.10641655159827 36.19254633318907),"POLYGON ((37.10567577021461 36.19180555550237, 37.10715733298192 36.19180555550237, 37.10715733298192 36.19328711087577, 37.10567577021461 36.19328711087577, 37.10567577021461 36.19180555550237))",alep_37.106416551598265_36.19254633318907.jpg,0,alep_1712.jpg,train,0,0
POINT (37.10789811436558 36.19254633318907),"POLYGON ((37.10715733298192 36.19180555550237, 37.10863889574923 36.19180555550237, 37.10863889574923 36.19328711087577, 37.10715733298192 36.19328711087577, 37.10715733298192 36.19180555550237))",alep_37.107898114365575_36.19254633318907.jpg,0,alep_1713.jpg,train,0,0
POINT (37.10937967713289 36.19254633318907),"POLYGON ((37.10863889574923 36.19180555550237, 37.11012045851654 36.19180555550237, 37.11012045851654 36.19328711087577, 37.10863889574923 36.19328711087577, 37.10863889574923 36.19180555550237))",alep_37.109379677132885_36.19254633318907.jpg,0,alep_1714.jpg,test,0,0
POINT (37.1108612399002 36.19254633318907),"POLYGON ((37.11012045851654 36.19180555550237, 37.11160202128385 36.19180555550237, 37.11160202128385 36.19328711087577, 37.11012045851654 36.19328711087577, 37.11012045851654 36.19180555550237))",alep_37.110861239900196_36.19254633318907.jpg,0,alep_1715.jpg,train,0,0
POINT (37.11234280266751 36.19254633318907),"POLYGON ((37.11160202128385 36.19180555550237, 37.11308358405116 36.19180555550237, 37.11308358405116 36.19328711087577, 37.11160202128385 36.19328711087577, 37.11160202128385 36.19180555550237))",alep_37.112342802667506_36.19254633318907.jpg,0,alep_1716.jpg,test,0,0
POINT (37.11382436543482 36.19254633318907),"POLYGON ((37.11308358405116 36.19180555550237, 37.11456514681847 36.19180555550237, 37.11456514681847 36.19328711087577, 37.11308358405116 36.19328711087577, 37.11308358405116 36.19180555550237))",alep_37.113824365434816_36.19254633318907.jpg,0,alep_1717.jpg,train,0,0
POINT (37.11530592820213 36.19254633318907),"POLYGON ((37.11456514681847 36.19180555550237, 37.11604670958578 36.19180555550237, 37.11604670958578 36.19328711087577, 37.11456514681847 36.19328711087577, 37.11456514681847 36.19180555550237))",alep_37.115305928202126_36.19254633318907.jpg,1,alep_1718.jpg,train,0,0
