centroide,zone,image,label
POINT (40.14651882887877 35.31118263175895),"POLYGON ((40.14571376424878 35.31058974638345, 40.14732389350876 35.31058974638345, 40.14732389350876 35.31177551713444, 40.14571376424878 35.31177551713444, 40.14571376424878 35.31058974638345))",ezzor_40.14651882887877_35.311182631758946.jpg,1
POINT (40.14812895813873 35.31118263175895),"POLYGON ((40.14732389350875 35.31058974638345, 40.14893402276872 35.31058974638345, 40.14893402276872 35.31177551713444, 40.14732389350875 35.31177551713444, 40.14732389350875 35.31058974638345))",ezzor_40.148128958138734_35.311182631758946.jpg,1
POINT (40.1497390873987 35.31118263175895),"POLYGON ((40.14893402276871 35.31058974638345, 40.15054415202869 35.31058974638345, 40.15054415202869 35.31177551713444, 40.14893402276871 35.31177551713444, 40.14893402276871 35.31058974638345))",ezzor_40.1497390873987_35.311182631758946.jpg,0
POINT (40.15134921665867 35.31118263175895),"POLYGON ((40.15054415202868 35.31058974638345, 40.15215428128865 35.31058974638345, 40.15215428128865 35.31177551713444, 40.15054415202868 35.31177551713444, 40.15054415202868 35.31058974638345))",ezzor_40.151349216658666_35.311182631758946.jpg,0
POINT (40.15295934591863 35.31118263175895),"POLYGON ((40.15215428128865 35.31058974638345, 40.15376441054862 35.31058974638345, 40.15376441054862 35.31177551713444, 40.15215428128865 35.31177551713444, 40.15215428128865 35.31058974638345))",ezzor_40.15295934591863_35.311182631758946.jpg,0
POINT (40.1545694751786 35.31118263175895),"POLYGON ((40.15376441054861 35.31058974638345, 40.15537453980858 35.31058974638345, 40.15537453980858 35.31177551713444, 40.15376441054861 35.31177551713444, 40.15376441054861 35.31058974638345))",ezzor_40.1545694751786_35.311182631758946.jpg,1
POINT (40.15617960443856 35.31118263175895),"POLYGON ((40.15537453980858 35.31058974638345, 40.15698466906855 35.31058974638345, 40.15698466906855 35.31177551713444, 40.15537453980858 35.31177551713444, 40.15537453980858 35.31058974638345))",ezzor_40.15617960443856_35.311182631758946.jpg,1
POINT (40.15778973369853 35.31118263175895),"POLYGON ((40.15698466906854 35.31058974638345, 40.15859479832852 35.31058974638345, 40.15859479832852 35.31177551713444, 40.15698466906854 35.31177551713444, 40.15698466906854 35.31058974638345))",ezzor_40.15778973369853_35.311182631758946.jpg,1
POINT (40.15939986295849 35.31118263175895),"POLYGON ((40.15859479832851 35.31058974638345, 40.16020492758848 35.31058974638345, 40.16020492758848 35.31177551713444, 40.15859479832851 35.31177551713444, 40.15859479832851 35.31058974638345))",ezzor_40.159399862958495_35.311182631758946.jpg,0
POINT (40.16100999221846 35.31118263175895),"POLYGON ((40.16020492758847 35.31058974638345, 40.16181505684845 35.31058974638345, 40.16181505684845 35.31177551713444, 40.16020492758847 35.31177551713444, 40.16020492758847 35.31058974638345))",ezzor_40.16100999221846_35.311182631758946.jpg,0
POINT (40.16262012147843 35.31118263175895),"POLYGON ((40.16181505684844 35.31058974638345, 40.16342518610841 35.31058974638345, 40.16342518610841 35.31177551713444, 40.16181505684844 35.31177551713444, 40.16181505684844 35.31058974638345))",ezzor_40.162620121478426_35.311182631758946.jpg,1
POINT (40.16423025073839 35.31118263175895),"POLYGON ((40.16342518610841 35.31058974638345, 40.16503531536838 35.31058974638345, 40.16503531536838 35.31177551713444, 40.16342518610841 35.31177551713444, 40.16342518610841 35.31058974638345))",ezzor_40.16423025073839_35.311182631758946.jpg,0
POINT (40.16584037999836 35.31118263175895),"POLYGON ((40.16503531536837 35.31058974638345, 40.16664544462834 35.31058974638345, 40.16664544462834 35.31177551713444, 40.16503531536837 35.31177551713444, 40.16503531536837 35.31058974638345))",ezzor_40.16584037999836_35.311182631758946.jpg,0
POINT (40.16745050925832 35.31118263175895),"POLYGON ((40.16664544462834 35.31058974638345, 40.16825557388831 35.31058974638345, 40.16825557388831 35.31177551713444, 40.16664544462834 35.31177551713444, 40.16664544462834 35.31058974638345))",ezzor_40.16745050925832_35.311182631758946.jpg,1
POINT (40.16906063851829 35.31118263175895),"POLYGON ((40.1682555738883 35.31058974638345, 40.16986570314828 35.31058974638345, 40.16986570314828 35.31177551713444, 40.1682555738883 35.31177551713444, 40.1682555738883 35.31058974638345))",ezzor_40.16906063851829_35.311182631758946.jpg,0
POINT (40.14007831183891 35.31236840250993),"POLYGON ((40.13927324720892 35.31177551713444, 40.14088337646889 35.31177551713444, 40.14088337646889 35.31296128788543, 40.13927324720892 35.31296128788543, 40.13927324720892 35.31177551713444))",ezzor_40.140078311838906_35.31236840250993.jpg,0
POINT (40.14168844109887 35.31236840250993),"POLYGON ((40.14088337646889 35.31177551713444, 40.14249350572886 35.31177551713444, 40.14249350572886 35.31296128788543, 40.14088337646889 35.31296128788543, 40.14088337646889 35.31177551713444))",ezzor_40.14168844109887_35.31236840250993.jpg,0
POINT (40.14329857035884 35.31236840250993),"POLYGON ((40.14249350572885 35.31177551713444, 40.14410363498882 35.31177551713444, 40.14410363498882 35.31296128788543, 40.14249350572885 35.31296128788543, 40.14249350572885 35.31177551713444))",ezzor_40.14329857035884_35.31236840250993.jpg,0
POINT (40.1449086996188 35.31236840250993),"POLYGON ((40.14410363498882 35.31177551713444, 40.14571376424879 35.31177551713444, 40.14571376424879 35.31296128788543, 40.14410363498882 35.31296128788543, 40.14410363498882 35.31177551713444))",ezzor_40.1449086996188_35.31236840250993.jpg,0
POINT (40.14651882887877 35.31236840250993),"POLYGON ((40.14571376424878 35.31177551713444, 40.14732389350876 35.31177551713444, 40.14732389350876 35.31296128788543, 40.14571376424878 35.31296128788543, 40.14571376424878 35.31177551713444))",ezzor_40.14651882887877_35.31236840250993.jpg,0
POINT (40.14812895813873 35.31236840250993),"POLYGON ((40.14732389350875 35.31177551713444, 40.14893402276872 35.31177551713444, 40.14893402276872 35.31296128788543, 40.14732389350875 35.31296128788543, 40.14732389350875 35.31177551713444))",ezzor_40.148128958138734_35.31236840250993.jpg,1
POINT (40.1497390873987 35.31236840250993),"POLYGON ((40.14893402276871 35.31177551713444, 40.15054415202869 35.31177551713444, 40.15054415202869 35.31296128788543, 40.14893402276871 35.31296128788543, 40.14893402276871 35.31177551713444))",ezzor_40.1497390873987_35.31236840250993.jpg,0
POINT (40.15134921665867 35.31236840250993),"POLYGON ((40.15054415202868 35.31177551713444, 40.15215428128865 35.31177551713444, 40.15215428128865 35.31296128788543, 40.15054415202868 35.31296128788543, 40.15054415202868 35.31177551713444))",ezzor_40.151349216658666_35.31236840250993.jpg,0
POINT (40.15295934591863 35.31236840250993),"POLYGON ((40.15215428128865 35.31177551713444, 40.15376441054862 35.31177551713444, 40.15376441054862 35.31296128788543, 40.15215428128865 35.31296128788543, 40.15215428128865 35.31177551713444))",ezzor_40.15295934591863_35.31236840250993.jpg,0
POINT (40.1545694751786 35.31236840250993),"POLYGON ((40.15376441054861 35.31177551713444, 40.15537453980858 35.31177551713444, 40.15537453980858 35.31296128788543, 40.15376441054861 35.31296128788543, 40.15376441054861 35.31177551713444))",ezzor_40.1545694751786_35.31236840250993.jpg,0
POINT (40.15617960443856 35.31236840250993),"POLYGON ((40.15537453980858 35.31177551713444, 40.15698466906855 35.31177551713444, 40.15698466906855 35.31296128788543, 40.15537453980858 35.31296128788543, 40.15537453980858 35.31177551713444))",ezzor_40.15617960443856_35.31236840250993.jpg,0
POINT (40.15778973369853 35.31236840250993),"POLYGON ((40.15698466906854 35.31177551713444, 40.15859479832852 35.31177551713444, 40.15859479832852 35.31296128788543, 40.15698466906854 35.31296128788543, 40.15698466906854 35.31177551713444))",ezzor_40.15778973369853_35.31236840250993.jpg,0
POINT (40.15939986295849 35.31236840250993),"POLYGON ((40.15859479832851 35.31177551713444, 40.16020492758848 35.31177551713444, 40.16020492758848 35.31296128788543, 40.15859479832851 35.31296128788543, 40.15859479832851 35.31177551713444))",ezzor_40.159399862958495_35.31236840250993.jpg,1
POINT (40.16100999221846 35.31236840250993),"POLYGON ((40.16020492758847 35.31177551713444, 40.16181505684845 35.31177551713444, 40.16181505684845 35.31296128788543, 40.16020492758847 35.31296128788543, 40.16020492758847 35.31177551713444))",ezzor_40.16100999221846_35.31236840250993.jpg,1
POINT (40.16262012147843 35.31236840250993),"POLYGON ((40.16181505684844 35.31177551713444, 40.16342518610841 35.31177551713444, 40.16342518610841 35.31296128788543, 40.16181505684844 35.31296128788543, 40.16181505684844 35.31177551713444))",ezzor_40.162620121478426_35.31236840250993.jpg,0
POINT (40.16423025073839 35.31236840250993),"POLYGON ((40.16342518610841 35.31177551713444, 40.16503531536838 35.31177551713444, 40.16503531536838 35.31296128788543, 40.16342518610841 35.31296128788543, 40.16342518610841 35.31177551713444))",ezzor_40.16423025073839_35.31236840250993.jpg,0
POINT (40.16584037999836 35.31236840250993),"POLYGON ((40.16503531536837 35.31177551713444, 40.16664544462834 35.31177551713444, 40.16664544462834 35.31296128788543, 40.16503531536837 35.31296128788543, 40.16503531536837 35.31177551713444))",ezzor_40.16584037999836_35.31236840250993.jpg,0
POINT (40.16745050925832 35.31236840250993),"POLYGON ((40.16664544462834 35.31177551713444, 40.16825557388831 35.31177551713444, 40.16825557388831 35.31296128788543, 40.16664544462834 35.31296128788543, 40.16664544462834 35.31177551713444))",ezzor_40.16745050925832_35.31236840250993.jpg,0
POINT (40.16906063851829 35.31236840250993),"POLYGON ((40.1682555738883 35.31177551713444, 40.16986570314828 35.31177551713444, 40.16986570314828 35.31296128788543, 40.1682555738883 35.31296128788543, 40.1682555738883 35.31177551713444))",ezzor_40.16906063851829_35.31236840250993.jpg,0
POINT (40.14007831183891 35.31355417326092),"POLYGON ((40.13927324720892 35.31296128788542, 40.14088337646889 35.31296128788542, 40.14088337646889 35.31414705863642, 40.13927324720892 35.31414705863642, 40.13927324720892 35.31296128788542))",ezzor_40.140078311838906_35.31355417326092.jpg,0
POINT (40.14168844109887 35.31355417326092),"POLYGON ((40.14088337646889 35.31296128788542, 40.14249350572886 35.31296128788542, 40.14249350572886 35.31414705863642, 40.14088337646889 35.31414705863642, 40.14088337646889 35.31296128788542))",ezzor_40.14168844109887_35.31355417326092.jpg,0
POINT (40.14329857035884 35.31355417326092),"POLYGON ((40.14249350572885 35.31296128788542, 40.14410363498882 35.31296128788542, 40.14410363498882 35.31414705863642, 40.14249350572885 35.31414705863642, 40.14249350572885 35.31296128788542))",ezzor_40.14329857035884_35.31355417326092.jpg,0
POINT (40.1449086996188 35.31355417326092),"POLYGON ((40.14410363498882 35.31296128788542, 40.14571376424879 35.31296128788542, 40.14571376424879 35.31414705863642, 40.14410363498882 35.31414705863642, 40.14410363498882 35.31296128788542))",ezzor_40.1449086996188_35.31355417326092.jpg,0
POINT (40.14651882887877 35.31355417326092),"POLYGON ((40.14571376424878 35.31296128788542, 40.14732389350876 35.31296128788542, 40.14732389350876 35.31414705863642, 40.14571376424878 35.31414705863642, 40.14571376424878 35.31296128788542))",ezzor_40.14651882887877_35.31355417326092.jpg,0
POINT (40.14812895813873 35.31355417326092),"POLYGON ((40.14732389350875 35.31296128788542, 40.14893402276872 35.31296128788542, 40.14893402276872 35.31414705863642, 40.14732389350875 35.31414705863642, 40.14732389350875 35.31296128788542))",ezzor_40.148128958138734_35.31355417326092.jpg,0
POINT (40.1497390873987 35.31355417326092),"POLYGON ((40.14893402276871 35.31296128788542, 40.15054415202869 35.31296128788542, 40.15054415202869 35.31414705863642, 40.14893402276871 35.31414705863642, 40.14893402276871 35.31296128788542))",ezzor_40.1497390873987_35.31355417326092.jpg,1
POINT (40.15134921665867 35.31355417326092),"POLYGON ((40.15054415202868 35.31296128788542, 40.15215428128865 35.31296128788542, 40.15215428128865 35.31414705863642, 40.15054415202868 35.31414705863642, 40.15054415202868 35.31296128788542))",ezzor_40.151349216658666_35.31355417326092.jpg,0
POINT (40.15295934591863 35.31355417326092),"POLYGON ((40.15215428128865 35.31296128788542, 40.15376441054862 35.31296128788542, 40.15376441054862 35.31414705863642, 40.15215428128865 35.31414705863642, 40.15215428128865 35.31296128788542))",ezzor_40.15295934591863_35.31355417326092.jpg,1
POINT (40.1545694751786 35.31355417326092),"POLYGON ((40.15376441054861 35.31296128788542, 40.15537453980858 35.31296128788542, 40.15537453980858 35.31414705863642, 40.15376441054861 35.31414705863642, 40.15376441054861 35.31296128788542))",ezzor_40.1545694751786_35.31355417326092.jpg,0
POINT (40.15617960443856 35.31355417326092),"POLYGON ((40.15537453980858 35.31296128788542, 40.15698466906855 35.31296128788542, 40.15698466906855 35.31414705863642, 40.15537453980858 35.31414705863642, 40.15537453980858 35.31296128788542))",ezzor_40.15617960443856_35.31355417326092.jpg,0
POINT (40.15778973369853 35.31355417326092),"POLYGON ((40.15698466906854 35.31296128788542, 40.15859479832852 35.31296128788542, 40.15859479832852 35.31414705863642, 40.15698466906854 35.31414705863642, 40.15698466906854 35.31296128788542))",ezzor_40.15778973369853_35.31355417326092.jpg,1
POINT (40.15939986295849 35.31355417326092),"POLYGON ((40.15859479832851 35.31296128788542, 40.16020492758848 35.31296128788542, 40.16020492758848 35.31414705863642, 40.15859479832851 35.31414705863642, 40.15859479832851 35.31296128788542))",ezzor_40.159399862958495_35.31355417326092.jpg,0
POINT (40.16100999221846 35.31355417326092),"POLYGON ((40.16020492758847 35.31296128788542, 40.16181505684845 35.31296128788542, 40.16181505684845 35.31414705863642, 40.16020492758847 35.31414705863642, 40.16020492758847 35.31296128788542))",ezzor_40.16100999221846_35.31355417326092.jpg,1
POINT (40.16262012147843 35.31355417326092),"POLYGON ((40.16181505684844 35.31296128788542, 40.16342518610841 35.31296128788542, 40.16342518610841 35.31414705863642, 40.16181505684844 35.31414705863642, 40.16181505684844 35.31296128788542))",ezzor_40.162620121478426_35.31355417326092.jpg,1
POINT (40.16423025073839 35.31355417326092),"POLYGON ((40.16342518610841 35.31296128788542, 40.16503531536838 35.31296128788542, 40.16503531536838 35.31414705863642, 40.16342518610841 35.31414705863642, 40.16342518610841 35.31296128788542))",ezzor_40.16423025073839_35.31355417326092.jpg,0
POINT (40.16584037999836 35.31355417326092),"POLYGON ((40.16503531536837 35.31296128788542, 40.16664544462834 35.31296128788542, 40.16664544462834 35.31414705863642, 40.16503531536837 35.31414705863642, 40.16503531536837 35.31296128788542))",ezzor_40.16584037999836_35.31355417326092.jpg,0
POINT (40.16745050925832 35.31355417326092),"POLYGON ((40.16664544462834 35.31296128788542, 40.16825557388831 35.31296128788542, 40.16825557388831 35.31414705863642, 40.16664544462834 35.31414705863642, 40.16664544462834 35.31296128788542))",ezzor_40.16745050925832_35.31355417326092.jpg,0
POINT (40.16906063851829 35.31355417326092),"POLYGON ((40.1682555738883 35.31296128788542, 40.16986570314828 35.31296128788542, 40.16986570314828 35.31414705863642, 40.1682555738883 35.31414705863642, 40.1682555738883 35.31296128788542))",ezzor_40.16906063851829_35.31355417326092.jpg,0
POINT (40.14007831183891 35.3147399440119),"POLYGON ((40.13927324720892 35.31414705863641, 40.14088337646889 35.31414705863641, 40.14088337646889 35.3153328293874, 40.13927324720892 35.3153328293874, 40.13927324720892 35.31414705863641))",ezzor_40.140078311838906_35.314739944011905.jpg,0
POINT (40.14168844109887 35.3147399440119),"POLYGON ((40.14088337646889 35.31414705863641, 40.14249350572886 35.31414705863641, 40.14249350572886 35.3153328293874, 40.14088337646889 35.3153328293874, 40.14088337646889 35.31414705863641))",ezzor_40.14168844109887_35.314739944011905.jpg,0
POINT (40.14329857035884 35.3147399440119),"POLYGON ((40.14249350572885 35.31414705863641, 40.14410363498882 35.31414705863641, 40.14410363498882 35.3153328293874, 40.14249350572885 35.3153328293874, 40.14249350572885 35.31414705863641))",ezzor_40.14329857035884_35.314739944011905.jpg,1
POINT (40.1449086996188 35.3147399440119),"POLYGON ((40.14410363498882 35.31414705863641, 40.14571376424879 35.31414705863641, 40.14571376424879 35.3153328293874, 40.14410363498882 35.3153328293874, 40.14410363498882 35.31414705863641))",ezzor_40.1449086996188_35.314739944011905.jpg,1
POINT (40.14651882887877 35.3147399440119),"POLYGON ((40.14571376424878 35.31414705863641, 40.14732389350876 35.31414705863641, 40.14732389350876 35.3153328293874, 40.14571376424878 35.3153328293874, 40.14571376424878 35.31414705863641))",ezzor_40.14651882887877_35.314739944011905.jpg,0
POINT (40.14812895813873 35.3147399440119),"POLYGON ((40.14732389350875 35.31414705863641, 40.14893402276872 35.31414705863641, 40.14893402276872 35.3153328293874, 40.14732389350875 35.3153328293874, 40.14732389350875 35.31414705863641))",ezzor_40.148128958138734_35.314739944011905.jpg,0
POINT (40.1497390873987 35.3147399440119),"POLYGON ((40.14893402276871 35.31414705863641, 40.15054415202869 35.31414705863641, 40.15054415202869 35.3153328293874, 40.14893402276871 35.3153328293874, 40.14893402276871 35.31414705863641))",ezzor_40.1497390873987_35.314739944011905.jpg,0
POINT (40.15134921665867 35.3147399440119),"POLYGON ((40.15054415202868 35.31414705863641, 40.15215428128865 35.31414705863641, 40.15215428128865 35.3153328293874, 40.15054415202868 35.3153328293874, 40.15054415202868 35.31414705863641))",ezzor_40.151349216658666_35.314739944011905.jpg,0
POINT (40.15295934591863 35.3147399440119),"POLYGON ((40.15215428128865 35.31414705863641, 40.15376441054862 35.31414705863641, 40.15376441054862 35.3153328293874, 40.15215428128865 35.3153328293874, 40.15215428128865 35.31414705863641))",ezzor_40.15295934591863_35.314739944011905.jpg,1
POINT (40.1545694751786 35.3147399440119),"POLYGON ((40.15376441054861 35.31414705863641, 40.15537453980858 35.31414705863641, 40.15537453980858 35.3153328293874, 40.15376441054861 35.3153328293874, 40.15376441054861 35.31414705863641))",ezzor_40.1545694751786_35.314739944011905.jpg,0
POINT (40.15617960443856 35.3147399440119),"POLYGON ((40.15537453980858 35.31414705863641, 40.15698466906855 35.31414705863641, 40.15698466906855 35.3153328293874, 40.15537453980858 35.3153328293874, 40.15537453980858 35.31414705863641))",ezzor_40.15617960443856_35.314739944011905.jpg,0
POINT (40.15778973369853 35.3147399440119),"POLYGON ((40.15698466906854 35.31414705863641, 40.15859479832852 35.31414705863641, 40.15859479832852 35.3153328293874, 40.15698466906854 35.3153328293874, 40.15698466906854 35.31414705863641))",ezzor_40.15778973369853_35.314739944011905.jpg,1
POINT (40.15939986295849 35.3147399440119),"POLYGON ((40.15859479832851 35.31414705863641, 40.16020492758848 35.31414705863641, 40.16020492758848 35.3153328293874, 40.15859479832851 35.3153328293874, 40.15859479832851 35.31414705863641))",ezzor_40.159399862958495_35.314739944011905.jpg,1
POINT (40.16100999221846 35.3147399440119),"POLYGON ((40.16020492758847 35.31414705863641, 40.16181505684845 35.31414705863641, 40.16181505684845 35.3153328293874, 40.16020492758847 35.3153328293874, 40.16020492758847 35.31414705863641))",ezzor_40.16100999221846_35.314739944011905.jpg,1
POINT (40.16262012147843 35.3147399440119),"POLYGON ((40.16181505684844 35.31414705863641, 40.16342518610841 35.31414705863641, 40.16342518610841 35.3153328293874, 40.16181505684844 35.3153328293874, 40.16181505684844 35.31414705863641))",ezzor_40.162620121478426_35.314739944011905.jpg,1
POINT (40.16423025073839 35.3147399440119),"POLYGON ((40.16342518610841 35.31414705863641, 40.16503531536838 35.31414705863641, 40.16503531536838 35.3153328293874, 40.16342518610841 35.3153328293874, 40.16342518610841 35.31414705863641))",ezzor_40.16423025073839_35.314739944011905.jpg,1
POINT (40.16584037999836 35.3147399440119),"POLYGON ((40.16503531536837 35.31414705863641, 40.16664544462834 35.31414705863641, 40.16664544462834 35.3153328293874, 40.16503531536837 35.3153328293874, 40.16503531536837 35.31414705863641))",ezzor_40.16584037999836_35.314739944011905.jpg,0
POINT (40.16745050925832 35.3147399440119),"POLYGON ((40.16664544462834 35.31414705863641, 40.16825557388831 35.31414705863641, 40.16825557388831 35.3153328293874, 40.16664544462834 35.3153328293874, 40.16664544462834 35.31414705863641))",ezzor_40.16745050925832_35.314739944011905.jpg,0
POINT (40.16906063851829 35.3147399440119),"POLYGON ((40.1682555738883 35.31414705863641, 40.16986570314828 35.31414705863641, 40.16986570314828 35.3153328293874, 40.1682555738883 35.3153328293874, 40.1682555738883 35.31414705863641))",ezzor_40.16906063851829_35.314739944011905.jpg,0
POINT (40.14007831183891 35.31592571476289),"POLYGON ((40.13927324720892 35.31533282938739, 40.14088337646889 35.31533282938739, 40.14088337646889 35.31651860013839, 40.13927324720892 35.31651860013839, 40.13927324720892 35.31533282938739))",ezzor_40.140078311838906_35.31592571476289.jpg,0
POINT (40.14168844109887 35.31592571476289),"POLYGON ((40.14088337646889 35.31533282938739, 40.14249350572886 35.31533282938739, 40.14249350572886 35.31651860013839, 40.14088337646889 35.31651860013839, 40.14088337646889 35.31533282938739))",ezzor_40.14168844109887_35.31592571476289.jpg,0
POINT (40.14329857035884 35.31592571476289),"POLYGON ((40.14249350572885 35.31533282938739, 40.14410363498882 35.31533282938739, 40.14410363498882 35.31651860013839, 40.14249350572885 35.31651860013839, 40.14249350572885 35.31533282938739))",ezzor_40.14329857035884_35.31592571476289.jpg,0
POINT (40.1449086996188 35.31592571476289),"POLYGON ((40.14410363498882 35.31533282938739, 40.14571376424879 35.31533282938739, 40.14571376424879 35.31651860013839, 40.14410363498882 35.31651860013839, 40.14410363498882 35.31533282938739))",ezzor_40.1449086996188_35.31592571476289.jpg,0
POINT (40.14651882887877 35.31592571476289),"POLYGON ((40.14571376424878 35.31533282938739, 40.14732389350876 35.31533282938739, 40.14732389350876 35.31651860013839, 40.14571376424878 35.31651860013839, 40.14571376424878 35.31533282938739))",ezzor_40.14651882887877_35.31592571476289.jpg,0
POINT (40.14812895813873 35.31592571476289),"POLYGON ((40.14732389350875 35.31533282938739, 40.14893402276872 35.31533282938739, 40.14893402276872 35.31651860013839, 40.14732389350875 35.31651860013839, 40.14732389350875 35.31533282938739))",ezzor_40.148128958138734_35.31592571476289.jpg,0
POINT (40.1497390873987 35.31592571476289),"POLYGON ((40.14893402276871 35.31533282938739, 40.15054415202869 35.31533282938739, 40.15054415202869 35.31651860013839, 40.14893402276871 35.31651860013839, 40.14893402276871 35.31533282938739))",ezzor_40.1497390873987_35.31592571476289.jpg,1
POINT (40.15134921665867 35.31592571476289),"POLYGON ((40.15054415202868 35.31533282938739, 40.15215428128865 35.31533282938739, 40.15215428128865 35.31651860013839, 40.15054415202868 35.31651860013839, 40.15054415202868 35.31533282938739))",ezzor_40.151349216658666_35.31592571476289.jpg,1
POINT (40.15295934591863 35.31592571476289),"POLYGON ((40.15215428128865 35.31533282938739, 40.15376441054862 35.31533282938739, 40.15376441054862 35.31651860013839, 40.15215428128865 35.31651860013839, 40.15215428128865 35.31533282938739))",ezzor_40.15295934591863_35.31592571476289.jpg,0
POINT (40.1545694751786 35.31592571476289),"POLYGON ((40.15376441054861 35.31533282938739, 40.15537453980858 35.31533282938739, 40.15537453980858 35.31651860013839, 40.15376441054861 35.31651860013839, 40.15376441054861 35.31533282938739))",ezzor_40.1545694751786_35.31592571476289.jpg,1
POINT (40.15617960443856 35.31592571476289),"POLYGON ((40.15537453980858 35.31533282938739, 40.15698466906855 35.31533282938739, 40.15698466906855 35.31651860013839, 40.15537453980858 35.31651860013839, 40.15537453980858 35.31533282938739))",ezzor_40.15617960443856_35.31592571476289.jpg,1
POINT (40.15778973369853 35.31592571476289),"POLYGON ((40.15698466906854 35.31533282938739, 40.15859479832852 35.31533282938739, 40.15859479832852 35.31651860013839, 40.15698466906854 35.31651860013839, 40.15698466906854 35.31533282938739))",ezzor_40.15778973369853_35.31592571476289.jpg,1
POINT (40.15939986295849 35.31592571476289),"POLYGON ((40.15859479832851 35.31533282938739, 40.16020492758848 35.31533282938739, 40.16020492758848 35.31651860013839, 40.15859479832851 35.31651860013839, 40.15859479832851 35.31533282938739))",ezzor_40.159399862958495_35.31592571476289.jpg,0
POINT (40.16100999221846 35.31592571476289),"POLYGON ((40.16020492758847 35.31533282938739, 40.16181505684845 35.31533282938739, 40.16181505684845 35.31651860013839, 40.16020492758847 35.31651860013839, 40.16020492758847 35.31533282938739))",ezzor_40.16100999221846_35.31592571476289.jpg,0
POINT (40.16262012147843 35.31592571476289),"POLYGON ((40.16181505684844 35.31533282938739, 40.16342518610841 35.31533282938739, 40.16342518610841 35.31651860013839, 40.16181505684844 35.31651860013839, 40.16181505684844 35.31533282938739))",ezzor_40.162620121478426_35.31592571476289.jpg,1
POINT (40.16423025073839 35.31592571476289),"POLYGON ((40.16342518610841 35.31533282938739, 40.16503531536838 35.31533282938739, 40.16503531536838 35.31651860013839, 40.16342518610841 35.31651860013839, 40.16342518610841 35.31533282938739))",ezzor_40.16423025073839_35.31592571476289.jpg,1
POINT (40.16584037999836 35.31592571476289),"POLYGON ((40.16503531536837 35.31533282938739, 40.16664544462834 35.31533282938739, 40.16664544462834 35.31651860013839, 40.16503531536837 35.31651860013839, 40.16503531536837 35.31533282938739))",ezzor_40.16584037999836_35.31592571476289.jpg,0
POINT (40.16745050925832 35.31592571476289),"POLYGON ((40.16664544462834 35.31533282938739, 40.16825557388831 35.31533282938739, 40.16825557388831 35.31651860013839, 40.16664544462834 35.31651860013839, 40.16664544462834 35.31533282938739))",ezzor_40.16745050925832_35.31592571476289.jpg,0
POINT (40.16906063851829 35.31592571476289),"POLYGON ((40.1682555738883 35.31533282938739, 40.16986570314828 35.31533282938739, 40.16986570314828 35.31651860013839, 40.1682555738883 35.31651860013839, 40.1682555738883 35.31533282938739))",ezzor_40.16906063851829_35.31592571476289.jpg,0
POINT (40.14007831183891 35.31711148551388),"POLYGON ((40.13927324720892 35.31651860013838, 40.14088337646889 35.31651860013838, 40.14088337646889 35.31770437088937, 40.13927324720892 35.31770437088937, 40.13927324720892 35.31651860013838))",ezzor_40.140078311838906_35.31711148551388.jpg,0
POINT (40.14168844109887 35.31711148551388),"POLYGON ((40.14088337646889 35.31651860013838, 40.14249350572886 35.31651860013838, 40.14249350572886 35.31770437088937, 40.14088337646889 35.31770437088937, 40.14088337646889 35.31651860013838))",ezzor_40.14168844109887_35.31711148551388.jpg,0
POINT (40.14329857035884 35.31711148551388),"POLYGON ((40.14249350572885 35.31651860013838, 40.14410363498882 35.31651860013838, 40.14410363498882 35.31770437088937, 40.14249350572885 35.31770437088937, 40.14249350572885 35.31651860013838))",ezzor_40.14329857035884_35.31711148551388.jpg,1
POINT (40.1449086996188 35.31711148551388),"POLYGON ((40.14410363498882 35.31651860013838, 40.14571376424879 35.31651860013838, 40.14571376424879 35.31770437088937, 40.14410363498882 35.31770437088937, 40.14410363498882 35.31651860013838))",ezzor_40.1449086996188_35.31711148551388.jpg,0
POINT (40.14651882887877 35.31711148551388),"POLYGON ((40.14571376424878 35.31651860013838, 40.14732389350876 35.31651860013838, 40.14732389350876 35.31770437088937, 40.14571376424878 35.31770437088937, 40.14571376424878 35.31651860013838))",ezzor_40.14651882887877_35.31711148551388.jpg,0
POINT (40.14812895813873 35.31711148551388),"POLYGON ((40.14732389350875 35.31651860013838, 40.14893402276872 35.31651860013838, 40.14893402276872 35.31770437088937, 40.14732389350875 35.31770437088937, 40.14732389350875 35.31651860013838))",ezzor_40.148128958138734_35.31711148551388.jpg,0
POINT (40.1497390873987 35.31711148551388),"POLYGON ((40.14893402276871 35.31651860013838, 40.15054415202869 35.31651860013838, 40.15054415202869 35.31770437088937, 40.14893402276871 35.31770437088937, 40.14893402276871 35.31651860013838))",ezzor_40.1497390873987_35.31711148551388.jpg,0
POINT (40.15134921665867 35.31711148551388),"POLYGON ((40.15054415202868 35.31651860013838, 40.15215428128865 35.31651860013838, 40.15215428128865 35.31770437088937, 40.15054415202868 35.31770437088937, 40.15054415202868 35.31651860013838))",ezzor_40.151349216658666_35.31711148551388.jpg,0
