label,geometry
1,POINT (37.18228783300009 36.27540325300004)
1,POINT (37.18228543200007 36.27566556600004)
1,POINT (37.18233606100006 36.27570509200007)
1,POINT (37.18248100400007 36.27580567700005)
1,POINT (37.18259712400004 36.27587899200006)
1,POINT (37.18259354900005 36.27619196900008)
1,POINT (37.18287040400008 36.27600239600008)
1,POINT (37.18147320100007 36.27560253300004)
1,POINT (37.18097236700004 36.27560683900003)
0,POINT (37.18107370900009 36.27584091800009)
1,POINT (37.18137154400006 36.27569936800006)
1,POINT (37.18139102100008 36.27533595200003)
0,POINT (37.18103457600006 36.27546468500009)
1,POINT (37.18116295000004 36.27516851300004)
1,POINT (37.18139523900004 36.27515415900007)
1,POINT (37.18131897300009 36.27526749000009)
0,POINT (37.18164283600004 36.27543220100006)
0,POINT (37.18193299600006 36.27562145100006)
0,POINT (37.18186995900004 36.27579936700005)
1,POINT (37.18183921800005 36.27601355000007)
1,POINT (37.18228413600008 36.27588019600006)
1,POINT (37.18247722100006 36.27612759400006)
1,POINT (37.18236321000006 36.27628088600005)
1,POINT (37.18296086100008 36.27575334600004)
1,POINT (37.18279203800006 36.27572991100004)
1,POINT (37.18270980300008 36.27562431700005)
1,POINT (37.18247569800008 36.27555815200009)
1,POINT (37.18279975800004 36.27523812200008)
1,POINT (37.18266433700006 36.27520327000008)
1,POINT (37.18319065600008 36.27521126900007)
1,POINT (37.18336936600008 36.27544354100007)
1,POINT (37.18328733700008 36.27532900700004)
1,POINT (37.18328106200005 36.27512320600005)
0,POINT (37.18338243900007 36.27503829000005)
1,POINT (37.18350039500007 36.27535013200009)
1,POINT (37.18378519400005 36.27592984000006)
1,POINT (37.18356125000008 36.27606059500005)
0,POINT (37.18189152300005 36.27613955800007)
0,POINT (37.18414835500005 36.27567002600006)
1,POINT (37.18438855600004 36.27531414500004)
1,POINT (37.18395827700004 36.27561049500008)
1,POINT (37.18485323100003 36.27623524200004)
0,POINT (37.18503512200004 36.27585342200007)
0,POINT (37.18525255200007 36.27584479800004)
1,POINT (37.18357513600006 36.27657358100004)
1,POINT (37.18348799500006 36.27667958200004)
1,POINT (37.18143392700006 36.27729528500004)
0,POINT (37.18152041200005 36.27753510100007)
0,POINT (37.18190072800007 36.27780621600004)
1,POINT (37.18216120900007 36.27768794600007)
0,POINT (37.17950836300008 36.27776682900009)
0,POINT (37.17945182600005 36.27766460500004)
0,POINT (37.17937842000003 36.27765454400009)
0,POINT (37.17933814100007 36.27764498600004)
0,POINT (37.18134173500005 36.27761883900007)
0,POINT (37.18186347300008 36.27750752500009)
1,POINT (37.18203428700008 36.27728652900004)
1,POINT (37.18245123700007 36.27724814900006)
1,POINT (37.18239381600006 36.27734267600005)
1,POINT (37.18281695300004 36.27735507100004)
0,POINT (37.18248028600004 36.27742448500004)
0,POINT (37.18291145600006 36.27724918300004)
0,POINT (37.18267679300004 36.27720686000004)
0,POINT (37.18256326400007 36.27733929000004)
1,POINT (37.18317497400005 36.27699978100009)
0,POINT (37.18240064000008 36.27688963000008)
1,POINT (37.18242673200007 36.27671711400006)
1,POINT (37.18419092500005 36.27669324100009)
1,POINT (37.18413419700005 36.27675796700004)
1,POINT (37.18450184500006 36.27678143800006)
1,POINT (37.18394545500007 36.27632281900009)
0,POINT (37.18308487300004 36.27675693100008)
0,POINT (37.18315312800007 36.27667151200006)
0,POINT (37.18390954000006 36.27676051700007)
0,POINT (37.18424341600007 36.27712930100006)
0,POINT (37.18437028400007 36.27705669700003)
0,POINT (37.18454134100006 36.27714276900008)
1,POINT (37.18462935400004 36.27731701800008)
0,POINT (37.18376165300003 36.27646908900005)
0,POINT (37.18335561100008 36.27651360100003)
0,POINT (37.18396191300008 36.27736054400009)
1,POINT (37.18505670100006 36.27762461300006)
1,POINT (37.18499799400007 36.27697977200006)
1,POINT (37.18489558100003 36.27663239200007)
1,POINT (37.18498341000009 36.27649658800004)
0,POINT (37.18469818400007 36.27688876300004)
0,POINT (37.18486250100005 36.27694790200007)
0,POINT (37.18502254000003 36.27671481300007)
1,POINT (37.17974802200007 36.27600856000004)
1,POINT (37.17982705800006 36.27609323800004)
1,POINT (37.17947019100006 36.27623984800005)
1,POINT (37.17919588900008 36.27631914600005)
0,POINT (37.17931019500008 36.27631194300005)
0,POINT (37.17945177600006 36.27608156200006)
0,POINT (37.17958900800005 36.27619693900004)
1,POINT (37.18010003100005 36.27591255600004)
1,POINT (37.18028767100009 36.27591839400009)
0,POINT (37.18008497500006 36.27608524000004)
0,POINT (37.18033546300006 36.27608010900008)
1,POINT (37.18417510900008 36.27785270700008)
1,POINT (37.18423860000007 36.27797292200006)
1,POINT (37.18430710900009 36.27771757500005)
1,POINT (37.18401394600005 36.27749847200005)
0,POINT (37.18347206000004 36.27752601500003)
1,POINT (37.18434694500007 36.27854100500008)
1,POINT (37.18445959800005 36.27860532200009)
1,POINT (37.18484485400006 36.27834584100009)
1,POINT (37.18498488200004 36.27850001000007)
1,POINT (37.18490586100006 36.27857334200007)
1,POINT (37.18426799300005 36.27861135600006)
1,POINT (37.18451664400004 36.27932168800004)
0,POINT (37.18714166000007 36.28188067900004)
0,POINT (37.18735122100009 36.28205378800004)
1,POINT (37.18861971900009 36.28197463400005)
0,POINT (37.18861678700006 36.28226079000007)
1,POINT (37.18999021000008 36.28210271700004)
1,POINT (37.19019393900004 36.28125316400008)
1,POINT (37.19033057700005 36.28139535100007)
1,POINT (37.19027144100005 36.28156438700006)
1,POINT (37.19045042700009 36.28162672200006)
1,POINT (37.19078996200005 36.28159310400008)
1,POINT (37.19052129100004 36.28206603800004)
1,POINT (37.19140253000006 36.28105680400006)
1,POINT (37.19116293100006 36.28106808500007)
1,POINT (37.19131838700008 36.28119266900006)
1,POINT (37.19144638900008 36.28091138600007)
1,POINT (37.19140493500004 36.28063350300005)
0,POINT (37.19156197500007 36.28100853500007)
1,POINT (37.19029882800004 36.28101625100004)
1,POINT (37.18822818900009 36.28139033900004)
1,POINT (37.18830504400006 36.28125138500008)
1,POINT (37.18795009800004 36.28131457400008)
1,POINT (37.18796883500005 36.28161894500005)
1,POINT (37.18932341100009 36.28068248800008)
1,POINT (37.18942121000003 36.28075253800006)
1,POINT (37.18918268300007 36.28055812500008)
1,POINT (37.18906593000008 36.28051163800006)
1,POINT (37.18965114200006 36.28068148900007)
1,POINT (37.18953768300008 36.28112994000008)
1,POINT (37.18985389200009 36.28114963400009)
1,POINT (37.18976517100003 36.28132418500007)
1,POINT (37.18651067100006 36.28082469100008)
1,POINT (37.18675886200003 36.28028288600007)
1,POINT (37.18706584300008 36.28038294200007)
1,POINT (37.18723829000004 36.28040940700004)
1,POINT (37.18807281000005 36.28014778300007)
1,POINT (37.18827428900005 36.28019257400007)
1,POINT (37.18814778300003 36.28072728200004)
1,POINT (37.18824264700004 36.28108348900008)
1,POINT (37.18824379900008 36.28055582500008)
0,POINT (37.18840719200006 36.28081468900007)
0,POINT (37.18842257500006 36.28062710300009)
1,POINT (37.18828662100009 36.28077410500003)
1,POINT (37.19008190600005 36.28020504800008)
1,POINT (37.19029009400003 36.28043775600008)
1,POINT (37.19062091900008 36.28062163900006)
1,POINT (37.19104531500005 36.28058036200008)
1,POINT (37.19003586600007 36.28156082100008)
1,POINT (37.18999324300006 36.28165259400004)
0,POINT (37.19088256800006 36.28140966800004)
1,POINT (37.18553823600007 36.27940874800004)
1,POINT (37.19081135900007 36.28002827100005)
1,POINT (37.19066605400008 36.27866662000008)
1,POINT (37.19080698800008 36.27878204100006)
1,POINT (37.19095986000008 36.27885888600008)
1,POINT (37.19119164400007 36.27902636200008)
1,POINT (37.19069219700009 36.27944810400004)
1,POINT (37.19012859600008 36.27898046000007)
1,POINT (37.19015105800008 36.27912390100005)
1,POINT (37.19006041600005 36.27906290300007)
1,POINT (37.18791211900009 36.27945369700006)
1,POINT (37.18784651400006 36.27958387800004)
1,POINT (37.18783319200008 36.27888606300007)
1,POINT (37.18757151600005 36.27889700300005)
1,POINT (37.18730869400008 36.27911661200005)
1,POINT (37.18738357800004 36.27922209100007)
1,POINT (37.18728636200007 36.27928620400007)
1,POINT (37.18748082100007 36.27931598400005)
1,POINT (37.18762343400005 36.27951789000008)
1,POINT (37.18721360100005 36.27940733300005)
0,POINT (37.18731576600004 36.27944763800008)
1,POINT (37.18687743800007 36.27961390300004)
1,POINT (37.18652470500007 36.27958172200005)
1,POINT (37.18676496300009 36.27938264100004)
1,POINT (37.18662301600006 36.27899292600006)
1,POINT (37.18693691300007 36.27895296800006)
1,POINT (37.18638564300005 36.27874912400006)
1,POINT (37.18813525900003 36.27872071000007)
1,POINT (37.18825872100007 36.27863612500005)
1,POINT (37.18814197100005 36.27858963700004)
1,POINT (37.18796656600006 36.27869132200004)
0,POINT (37.18729839700006 36.27860666200007)
0,POINT (37.18722095000004 36.27893044400008)
1,POINT (37.18676991600006 36.27869106600008)
0,POINT (37.18574865600004 36.27890811000009)
1,POINT (37.18805005800004 36.27953926300006)
1,POINT (37.18810032000005 36.27943568100005)
1,POINT (37.18890388200003 36.28003516400008)
1,POINT (37.18878169700008 36.27990511900003)
1,POINT (37.18926401700008 36.27990646300009)
1,POINT (37.18987433900008 36.27994551800003)
1,POINT (37.18973502000006 36.27991955800007)
1,POINT (37.18945387200006 36.27981691900004)
1,POINT (37.18962663000008 36.27967047300007)
1,POINT (37.18967929400009 36.27978157700005)
1,POINT (37.18978104800004 36.27983976200005)
1,POINT (37.19080392700005 36.27907415700008)
0,POINT (37.19148101500008 36.27925135200007)
1,POINT (37.19130416500008 36.27909663300005)
1,POINT (37.18893651500008 36.27750755600005)
1,POINT (37.18840395900008 36.27729080000006)
1,POINT (37.18752269600009 36.27734601200007)
0,POINT (37.19031886600004 36.27759705800008)
0,POINT (37.19075748600005 36.27757686500007)
1,POINT (37.19093849400008 36.27771078000006)
1,POINT (37.18914678300007 36.27812786100009)
0,POINT (37.18933742300004 36.27816354200007)
1,POINT (37.18620264200007 36.27679234800007)
1,POINT (37.18608131900004 36.27678454400007)
1,POINT (37.18635203100007 36.27686020200008)
1,POINT (37.18629919200004 36.27691604400007)
1,POINT (37.18572138500008 36.27770028900005)
1,POINT (37.18582152200008 36.27766901500007)
1,POINT (37.18560369300008 36.27737652800005)
1,POINT (37.18568552000005 36.27750000100008)
0,POINT (37.18700151900003 36.27663751500006)
1,POINT (37.18730535700007 36.27671367200008)
1,POINT (37.18666235000006 36.27665622100005)
0,POINT (37.18647304300003 36.27624491800009)
0,POINT (37.18759739600006 36.27682244400006)
0,POINT (37.18757977900009 36.27694738900004)
0,POINT (37.18921328600004 36.27763994300005)
0,POINT (37.18934775000008 36.27771651100005)
0,POINT (37.18960680700008 36.27781881500005)
1,POINT (37.18548431500005 36.27601228500004)
1,POINT (37.18542710600008 36.27609787300008)
1,POINT (37.18551497800007 36.27580108100005)
1,POINT (37.18515938500008 36.27509807100006)
1,POINT (37.18554273900008 36.27523804600008)
0,POINT (37.18483924600008 36.27509022900006)
0,POINT (37.18493763200007 36.27545245500005)
1,POINT (37.18982265500006 36.26304995800007)
1,POINT (37.19016940000006 36.26301943200008)
1,POINT (37.19085022800004 36.26254975200004)
0,POINT (37.18811239100006 36.26282431000004)
0,POINT (37.18715617600009 36.26294397300006)
1,POINT (37.18828150900003 36.26235583400006)
1,POINT (37.18606257900007 36.26200021700004)
0,POINT (37.18567073900005 36.26222979100004)
0,POINT (37.18849419300005 36.26031987400006)
0,POINT (37.18886813100005 36.26022715700009)
0,POINT (37.18856350200008 36.25970976600007)
0,POINT (37.18751053800008 36.26019466200006)
0,POINT (37.18723939900008 36.26013987000005)
0,POINT (37.18631166100005 36.26093968600009)
1,POINT (37.18583911600007 36.25972510700007)
1,POINT (37.18615781400007 36.25979254900005)
0,POINT (37.18607874500009 36.25986886200008)
1,POINT (37.18832896200007 36.26109846100007)
1,POINT (37.18831727100007 36.26096710900003)
0,POINT (37.18818121500004 36.26112007300009)
1,POINT (37.18880475600008 36.25962398300004)
0,POINT (37.18655345800005 36.26035306400007)
0,POINT (37.18834020200006 36.25965570200009)
0,POINT (37.18847768100005 36.25864415600006)
0,POINT (37.18782421000009 36.25793067700005)
1,POINT (37.18807415800006 36.25794639000009)
1,POINT (37.18779929400006 36.25725653400008)
0,POINT (37.18784744400006 36.25708435100006)
0,POINT (37.18803552200006 36.25706931300004)
0,POINT (37.18831500000005 36.25755949300009)
1,POINT (37.18822681100005 36.25819018500005)
1,POINT (37.18615003500008 36.25774132400005)
0,POINT (37.18623166500004 36.25723574800008)
1,POINT (37.18650097500006 36.25800601600008)
0,POINT (37.18802359500006 36.25678889400007)
1,POINT (37.18787465600008 36.25670316200006)
0,POINT (37.18753639900007 36.25668611000009)
1,POINT (37.18585343900008 36.25735522300005)
1,POINT (37.18591061800004 36.25758862900005)
1,POINT (37.18822047100008 36.25527739600005)
1,POINT (37.18820413800006 36.25518771100008)
0,POINT (37.18848688200006 36.25537683200008)
0,POINT (37.18841088500005 36.25516103000007)
0,POINT (37.18615775800004 36.25581554700005)
0,POINT (37.18636199900004 36.25573815100006)
0,POINT (37.18632312100004 36.25534999700005)
0,POINT (37.18628217700007 36.25505125000007)
1,POINT (37.18594611800006 36.25525782200009)
0,POINT (37.18560045000004 36.25572063500005)
0,POINT (37.18597792500009 36.25531494800003)
0,POINT (37.18677961800006 36.25582497800008)
0,POINT (37.18685516900007 36.25590065500006)
1,POINT (37.18197747300007 36.27592621500008)
1,POINT (37.18115396000007 36.27555593900007)
0,POINT (37.18243830000006 36.27463041500005)
0,POINT (37.18155191600005 36.27459010500007)
0,POINT (37.18138686200007 36.27472175100007)
0,POINT (37.18193220200004 36.27470321400006)
0,POINT (37.18223236400007 36.27493733400007)
0,POINT (37.18235890300008 36.27503763900006)
0,POINT (37.18257688400007 36.27500517800007)
0,POINT (37.18297510400004 36.27466242500009)
0,POINT (37.18247375600004 36.27437158500004)
0,POINT (37.18232805600007 36.27430378300005)
0,POINT (37.18159760700007 36.27389020600009)
0,POINT (37.18360955700007 36.27477044700004)
0,POINT (37.18500270800007 36.27502712300009)
1,POINT (37.18626372200004 36.27804747400006)
1,POINT (37.18639807800008 36.27816041500006)
1,POINT (37.18606215000005 36.27816605100008)
1,POINT (37.18562071500008 36.27814862000008)
1,POINT (37.18501177100006 36.27811433400007)
0,POINT (37.18484757600004 36.27795443100007)
0,POINT (37.18546791800009 36.27787798800006)
0,POINT (37.18581784000008 36.27784036900005)
1,POINT (37.18597993100008 36.27732766800005)
0,POINT (37.18684455200008 36.27643209900009)
0,POINT (37.18817112100004 36.27714982300006)
0,POINT (37.18465545000004 36.27652051400008)
1,POINT (37.18538736800008 36.27811288100008)
1,POINT (37.18524211300007 36.27806416900006)
1,POINT (37.18518827900004 36.27812416900008)
1,POINT (37.18535934800008 36.27798724300004)
1,POINT (37.18671361500009 36.27731733400009)
1,POINT (37.18519449000007 36.27785595100005)
0,POINT (37.18515860200006 36.27749765600004)
0,POINT (37.18530427400009 36.27750344400005)
0,POINT (37.18525875700004 36.27734534300004)
0,POINT (37.18545466500007 36.27730538700007)
0,POINT (37.18647169500008 36.27784313400008)
1,POINT (37.18700386100005 36.27871338400007)
1,POINT (37.18649450400005 36.27972166800004)
1,POINT (37.18616947300006 36.27963803200004)
1,POINT (37.18630998600008 36.27967593900007)
1,POINT (37.18628787100005 36.27948599600006)
1,POINT (37.18655937200003 36.27940067700007)
1,POINT (37.18631826200004 36.27931831500007)
1,POINT (37.18657505300007 36.27948677500007)
0,POINT (37.18598939500004 36.27920957800006)
0,POINT (37.18585440500004 36.27931485400006)
1,POINT (37.18633199700008 36.28025225100004)
1,POINT (37.18895500800005 36.27859985700007)
1,POINT (37.18784727600007 36.27988170400005)
1,POINT (37.18824772900007 36.27995216900007)
1,POINT (37.18825004400009 36.27985203400004)
1,POINT (37.18810972900008 36.27999658500005)
1,POINT (37.18826333000004 36.28004184300005)
1,POINT (37.18833719000008 36.27971383200008)
0,POINT (37.18873034300009 36.27952660400007)
0,POINT (37.19106198400004 36.27958337200005)
1,POINT (37.19210631500005 36.27932370200006)
1,POINT (37.18786788000006 36.27860842600006)
0,POINT (37.18981160600003 36.27728557600005)
1,POINT (37.19246563500008 36.26316595100008)
1,POINT (37.18741007500006 36.26133644000004)
0,POINT (37.18795893200007 36.25765634300006)
1,POINT (37.18805764700005 36.25758986600005)
1,POINT (37.18810762400005 36.25752980600004)
0,POINT (37.18732299100009 36.25631229200008)
0,POINT (37.19138743500008 36.24497943600005)
0,POINT (37.19200652800004 36.24398709100006)
1,POINT (37.18914520400006 36.24109251500005)
0,POINT (37.18998587900006 36.24236452900004)
0,POINT (37.19151072800008 36.24231246800008)
0,POINT (37.19195832800006 36.24147851800006)
0,POINT (37.19217056800005 36.24146741600003)
0,POINT (37.18945617300005 36.24043895900007)
0,POINT (37.18741789500007 36.24035084500008)
1,POINT (37.18816271200006 36.23946059500008)
1,POINT (37.18829040700007 36.23947683900008)
0,POINT (37.18803130200007 36.23960528200007)
0,POINT (37.18799978200008 36.23944023900009)
0,POINT (37.18828636200004 36.23965207700007)
1,POINT (37.18752053600008 36.23877471300005)
0,POINT (37.18755016200004 36.23863921600008)
0,POINT (37.18745064500007 36.23874145600007)
0,POINT (37.18769687300005 36.23878811800006)
0,POINT (37.18740046200008 36.23938465000003)
0,POINT (37.18761195300004 36.23940574200009)
0,POINT (37.18754135600005 36.23959428100005)
0,POINT (37.18909404200008 36.24024744500008)
1,POINT (37.19274052100008 36.23531910600008)
1,POINT (37.19291693400004 36.23532892700007)
1,POINT (37.19275173800008 36.23521552800008)
0,POINT (37.19294997600008 36.23523641000008)
0,POINT (37.19284284500009 36.23547806400006)
0,POINT (37.19280841600005 36.23505539500007)
1,POINT (37.19266866800007 36.23521427200006)
0,POINT (37.19249094500009 36.22985602500006)
0,POINT (37.18898579500006 36.22943452100009)
0,POINT (37.18847722400005 36.22965936000008)
0,POINT (37.18853089500004 36.22982116100007)
0,POINT (37.18828956200008 36.22994629700008)
0,POINT (37.18925080600008 36.22943137800007)
0,POINT (37.18958936800004 36.22911094800008)
0,POINT (37.18959638200005 36.22918976000005)
0,POINT (37.18974398200004 36.22891652400006)
1,POINT (37.18997710300005 36.22895582700005)
1,POINT (37.19006497300006 36.22897504400004)
1,POINT (37.19010556900008 36.22912949200008)
1,POINT (37.18996167300008 36.22885900000006)
0,POINT (37.19019946400005 36.22927043600004)
0,POINT (37.19018407000004 36.22898042400004)
0,POINT (37.19012466400005 36.22887577600005)
0,POINT (37.19011521400006 36.22871106700006)
0,POINT (37.18996138100005 36.22868011900005)
0,POINT (37.18940076400008 36.22963041200006)
0,POINT (37.18940802500003 36.22969849500004)
1,POINT (37.18984255000004 36.22981239800004)
1,POINT (37.19001437100007 36.22982930800003)
1,POINT (37.18980220100008 36.22964722100005)
0,POINT (37.18991255400005 36.22964889100007)
0,POINT (37.18975010000008 36.22980026600004)
0,POINT (37.18966260400003 36.22995635300003)
0,POINT (37.18897342200006 36.22997096300008)
0,POINT (37.18897944600008 36.23009269000005)
0,POINT (37.18899920700005 36.23019316000006)
1,POINT (37.18876760800003 36.23027909200005)
0,POINT (37.18901513100008 36.23026853000005)
0,POINT (37.19121003600009 36.23025523300004)
0,POINT (37.18684729000006 36.23025715300008)
0,POINT (37.18692988300006 36.23012245900009)
0,POINT (37.18730356600008 36.22962011400006)
0,POINT (37.18715781800006 36.22962148300007)
0,POINT (37.18704697000004 36.22964126800008)
0,POINT (37.18704318600004 36.22904018600008)
0,POINT (37.18822201500006 36.22770675900006)
0,POINT (37.19038400500006 36.22816061600008)
0,POINT (37.19093906700004 36.22840870700009)
1,POINT (37.19118456700005 36.22733558300007)
1,POINT (37.19069209500009 36.22724585100008)
1,POINT (37.18783646200006 36.22661948600006)
0,POINT (37.18800534700006 36.22657195900007)
1,POINT (37.18786987800007 36.22631948000009)
1,POINT (37.19065982700005 36.22404704900003)
1,POINT (37.18937635600008 36.22379509000007)
1,POINT (37.18934323300005 36.22389118200005)
0,POINT (37.19067946000007 36.22396148600006)
0,POINT (37.19051883200007 36.22403418400006)
0,POINT (37.18900348700004 36.22292368300009)
1,POINT (37.18890766400006 36.22305817800009)
1,POINT (37.18879789800008 36.22303147400004)
0,POINT (37.18934675900005 36.22220621700006)
0,POINT (37.18922841300008 36.22216865100006)
0,POINT (37.18772448600004 36.22400977000007)
0,POINT (37.18785215600008 36.22402601400006)
0,POINT (37.18797532900004 36.22404576800005)
0,POINT (37.18882798900006 36.22019494500006)
0,POINT (37.18882110200008 36.22030216700006)
0,POINT (37.18865635400005 36.22017088100006)
0,POINT (37.18939705000008 36.22002468300008)
0,POINT (37.18941256100004 36.22011793300004)
0,POINT (37.18929145400006 36.22000877400006)
0,POINT (37.18949390100005 36.22003688100006)
0,POINT (37.18937419600007 36.21986692500008)
0,POINT (37.18695202600009 36.21921848200009)
1,POINT (37.18659229700006 36.21966737600007)
1,POINT (37.18653277100009 36.21978453200006)
0,POINT (37.18643373700007 36.21967570500004)
1,POINT (37.18663956700004 36.21955718900006)
0,POINT (37.18659741600004 36.21944564700004)
0,POINT (37.18659964500006 36.21934908700007)
1,POINT (37.18925121500007 36.21849844600007)
1,POINT (37.18927109500004 36.21840215300006)
0,POINT (37.18918163300009 36.21864407100009)
0,POINT (37.18908408000004 36.21847087300006)
1,POINT (37.18979250900009 36.21857461100007)
0,POINT (37.18986085400007 36.21848262900005)
0,POINT (37.18978863500007 36.21874269600005)
0,POINT (37.19040904400003 36.21883436600007)
0,POINT (37.19036726300004 36.21892317200007)
1,POINT (37.19050791900008 36.21895034300007)
0,POINT (37.19021336700007 36.21889580100009)
0,POINT (37.19000288200004 36.21902498600008)
0,POINT (37.19030226000007 36.21906171300009)
0,POINT (37.19060915800009 36.21819701400005)
0,POINT (37.19062878900007 36.21811145000004)
0,POINT (37.19081790900009 36.21814293000006)
1,POINT (37.19286959300007 36.21877496700006)
1,POINT (37.19288543700009 36.21885391200004)
1,POINT (37.19286098300006 36.21895729100004)
1,POINT (37.19276512000005 36.21890218000004)
0,POINT (37.19264025500007 36.21876434700005)
0,POINT (37.19258326100004 36.21893878600008)
0,POINT (37.19289503400006 36.21862867200008)
1,POINT (37.19226096000006 36.21913068000003)
1,POINT (37.19317702900008 36.21903719400007)
1,POINT (37.19324210900004 36.21889507500003)
1,POINT (37.19310603100007 36.21886082200007)
0,POINT (37.19304175500008 36.21900295300009)
0,POINT (37.19328594400008 36.21871686000009)
0,POINT (37.19314054500006 36.21870393200004)
1,POINT (37.18960226300004 36.21591004500004)
1,POINT (37.18986149700004 36.21596405300005)
1,POINT (37.18972526000005 36.21593694900008)
1,POINT (37.18972146900006 36.21610145800008)
0,POINT (37.18968785600003 36.21621900800005)
0,POINT (37.18981551400009 36.21623525000007)
1,POINT (37.18935824800008 36.21577040600005)
1,POINT (37.18949465000009 36.21579035800005)
1,POINT (37.18962655500007 36.21581381900006)
0,POINT (37.18986421600005 36.21584603500008)
1,POINT (37.19055011900008 36.21520172200007)
0,POINT (37.19035618100008 36.21518805600004)
0,POINT (37.19083607800007 36.21524540000007)
0,POINT (37.19149585200006 36.21535196900004)
1,POINT (37.19134171500008 36.21533532900008)
1,POINT (37.19120106500009 36.21530816000006)
0,POINT (37.19160592000009 36.21498156900009)
0,POINT (37.19343666900005 36.21638658100005)
0,POINT (37.19365854400007 36.21652945600005)
1,POINT (37.19359058900005 36.21679674500007)
1,POINT (37.19376002500007 36.21672417500008)
1,POINT (37.19361471100007 36.21670767100005)
0,POINT (37.19372543000009 36.21688464200008)
0,POINT (37.19357978800008 36.21688244300009)
0,POINT (37.19317742700008 36.21690856500004)
1,POINT (37.19308815400007 36.21698592200005)
0,POINT (37.19356980900005 36.21750836200005)
0,POINT (37.19360275900004 36.21741942100005)
0,POINT (37.19150202600008 36.21508374700005)
0,POINT (37.18941342000005 36.21490905400009)
0,POINT (37.19284219000008 36.21516839500003)
0,POINT (37.19217309500004 36.21508315700004)
0,POINT (37.19205540600007 36.21559296700008)
0,POINT (37.19267327300008 36.21560230300008)
0,POINT (37.19739032300004 36.21474688800004)
0,POINT (37.19720149900007 36.21508748700006)
0,POINT (37.19466714900005 36.21413699600004)
1,POINT (37.19493083200007 36.21418938200009)
1,POINT (37.19603793700009 36.21654031600008)
1,POINT (37.19592752000005 36.21654222900008)
1,POINT (37.19605912200007 36.21638680100006)
0,POINT (37.19594012500005 36.21637785200005)
0,POINT (37.19622475700004 36.21667192500007)
0,POINT (37.19732262800005 36.21673498100006)
0,POINT (37.19718162600009 36.21691531100004)
0,POINT (37.19740205100004 36.21692936500006)
0,POINT (37.19758291900007 36.21693566800008)
0,POINT (37.19759543900005 36.21677486700008)
0,POINT (37.19742676200008 36.21662206900004)
0,POINT (37.19794175300007 36.21649745800005)
0,POINT (37.19887066900009 36.21680480600008)
0,POINT (37.19894438600005 36.21686315600004)
0,POINT (37.19900656900006 36.21703939200006)
0,POINT (37.19956478000006 36.21714796500004)
0,POINT (37.19511632300004 36.21745299800006)
0,POINT (37.19492952800005 36.21712820100004)
0,POINT (37.19489518200004 36.21727794000009)
0,POINT (37.19590078800007 36.21732172900005)
0,POINT (37.19609955300007 36.21808674300007)
0,POINT (37.19610230300009 36.21835152200003)
1,POINT (37.19688407000007 36.21910743600006)
1,POINT (37.19706028300004 36.21912440200003)
1,POINT (37.19698083900005 36.21912320500007)
1,POINT (37.19704899300007 36.21923155800005)
1,POINT (37.19714405800005 36.21912924200007)
0,POINT (37.19557950600006 36.21939185600007)
0,POINT (37.19577337400005 36.21940909100005)
0,POINT (37.19604721200005 36.22055803300009)
0,POINT (37.19595941000006 36.22072843000007)
0,POINT (37.19604856400008 36.22088360900005)
0,POINT (37.19608525500007 36.22101620100005)
1,POINT (37.19671428500004 36.22092584400008)
1,POINT (37.19672082100004 36.22102578400006)
1,POINT (37.19690415400004 36.22092512800009)
1,POINT (37.19686205700009 36.22102791200007)
0,POINT (37.19710808400004 36.22088884900006)
0,POINT (37.19707930400006 36.22098858700008)
1,POINT (37.19700220000004 36.22127005000004)
1,POINT (37.19696851300006 36.22139117900008)
0,POINT (37.19698345800003 36.22150946300007)
0,POINT (37.19707655600007 36.22149297800007)
0,POINT (37.19706643400008 36.22135687900004)
0,POINT (37.19707378400005 36.22142138500004)
0,POINT (37.19709901500005 36.22166861600004)
1,POINT (37.19657815900007 36.22204713900004)
1,POINT (37.19657154900005 36.22195044600005)
1,POINT (37.19669012300005 36.22217046300005)
0,POINT (37.19680282700006 36.22226160000008)
0,POINT (37.19711644700004 36.22225559500004)
0,POINT (37.19833883500007 36.22189837000008)
0,POINT (37.19836832000004 36.22215281900009)
1,POINT (37.19430498700007 36.22105764500009)
1,POINT (37.19477132900005 36.22132226600007)
1,POINT (37.19475120800007 36.22142928900007)
1,POINT (37.19474898900006 36.22152584900005)
0,POINT (37.19513342300007 36.22189655900007)
1,POINT (37.19385635800006 36.22213486600009)
1,POINT (37.19424874300006 36.22292784800004)
0,POINT (37.19412134500004 36.22213171200008)
0,POINT (37.19405176800007 36.22227734000006)
1,POINT (37.19404165300006 36.22271722500005)
1,POINT (37.19403510100005 36.22281014200007)
1,POINT (37.19405053500009 36.22290696800007)
0,POINT (37.19406185700007 36.22260662600007)
0,POINT (37.19381449600007 36.22280323300004)
1,POINT (37.19343628400009 36.22292989100004)
1,POINT (37.19358177300006 36.22293924300004)
0,POINT (37.19349262200006 36.22278406300006)
0,POINT (37.19328246100008 36.22289894800008)
1,POINT (37.19413480900005 36.22346633600006)
0,POINT (37.19410511900008 36.22360541200004)
0,POINT (37.19396187700005 36.22330631400007)
0,POINT (37.19414440400004 36.22324109600004)
1,POINT (37.19533187200005 36.22325186100005)
1,POINT (37.19532013400004 36.22299410200009)
